,municipio,codEstacao,uf,nomeEstacao,latitude,longitude,datahora,valorMedida,semana,hora,data
340982,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 02:10:00,0.0,2,2,2025-01-07
340983,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 03:10:00,0.0,2,3,2025-01-07
340984,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 04:10:00,0.0,2,4,2025-01-07
340985,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 05:10:00,0.0,2,5,2025-01-07
340986,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 06:10:00,0.0,2,6,2025-01-07
340987,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 07:10:00,0.0,2,7,2025-01-07
340988,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 08:10:00,0.0,2,8,2025-01-07
340989,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 09:10:00,0.0,2,9,2025-01-07
340990,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 10:10:00,0.0,2,10,2025-01-07
340991,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 11:10:00,0.0,2,11,2025-01-07
340992,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 12:10:00,0.0,2,12,2025-01-07
340993,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 13:10:00,0.0,2,13,2025-01-07
340994,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 14:10:00,0.0,2,14,2025-01-07
340995,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 15:10:00,0.0,2,15,2025-01-07
340996,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 16:10:00,0.0,2,16,2025-01-07
340997,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 16:50:00,0.59,2,16,2025-01-07
340998,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 17:00:00,3.35,2,17,2025-01-07
340999,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 17:10:00,0.2,2,17,2025-01-07
341000,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 18:10:00,0.0,2,18,2025-01-07
341001,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 18:20:00,1.37,2,18,2025-01-07
341002,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 18:30:00,0.98,2,18,2025-01-07
341003,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 18:40:00,0.59,2,18,2025-01-07
341004,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 18:50:00,0.39,2,18,2025-01-07
341005,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 19:00:00,0.2,2,19,2025-01-07
341006,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 19:10:00,0.0,2,19,2025-01-07
